bom_id,imdb_id,title,actor_1,actor_2,actor_3,actor_4,director,writer,producer,cinematographer,editor,production_designer,composer
rl4133389825,tt0081063,Little Miss Marker (1980),Walter Matthau,Julie Andrews,Tony Curtis,Bob Newhart,Walter Bernstein,Damon Runyon|Walter Bernstein,Jennings Lang,Philip H. Lathrop,Eve Newman,Edward C. Carfagno,Henry Mancini
rl1919321601,tt0081269,Oh Heavenly Dog (1980),Chevy Chase,Jane Seymour,Benjean,Omar Sharif,Joe Camp,Rod Browning,Joe Camp,Don Reddy,Steve R. Moore|Leon Seith,Garrett Lewis,Euel Box
rl3863971329,tt0080634,Divine Madness (1980),Bette Midler,Jocelyn Brown,Ula Hedwig,Diva Gray,Michael Ritchie,Jerry Blatt|Bette Midler|Bruce Vilanch,NONE,William A. Fraker,NONE,NONE,NONE
rl3159655937,tt0080917,In God We Trust (or Gimme That Prime Time Religion) (1980),Marty Feldman,Peter Boyle,Louise Lasser,Richard Pryor,Marty Feldman,Marty Feldman|Chris Allen,George Shapiro|Howard West,Charles Correll,David E. Blewitt,Lawrence G. Paull,John Morris
rl3344336385,tt0080850,He Knows You're Alone (1980),Don Scardino,"""Caitlin OHeaney""",Elizabeth Kemp,Tom Rolfing,Armand Mastroianni,Scott Parker,George Manasse,Gerald Feil,George T. Norris,NONE,Alexander Peskanov|Mark Peskanov
rl1768719873,tt0081433,Roadie (1980),Meat Loaf,Kaki Hunter,Art Carney,Gailard Sartain,Alan Rudolph,Big Boy Medlin|Michael Ventura|Zalman King|Alan Rudolph|Big Boy Medlin|Michael Ventura,Carolyn Pfeiffer,David Myers,Tom Walls,Paul Peters,Craig Huxley
rl1716815361,tt0080798,Gloria (1980),Gena Rowlands,Buck Henry,Julie Carmen,Tony Knesich,John Cassavetes,John Cassavetes,Sam Shaw,Fred Schuler,George C. Villaseñor,NONE,Bill Conti
rl4251813377,tt0081414,Resurrection (1980),Ellen Burstyn,Sam Shepard,Richard Farnsworth,Roberts Blossom,Daniel Petrie,Lewis John Carlino,Renée Missel|Howard Rosenman,Mario Tosi,Rita Roland,Paul Sylbert,Maurice Jarre
rl1515816449,tt0080868,Hide in Plain Sight (1980),James Caan,Jill Eikenberry,Robert Viharo,Joe Grifasi,James Caan,Leslie Waller|Spencer Eastman,Robert W. Christiansen|Rick Rosenberg,Paul Lohmann,Fredric Steinkamp|William Steinkamp,Pato Guzman,Leonard Rosenman
rl3780609537,tt0080833,Guyana: Cult of the Damned (1979),Stuart Whitman,Gene Barry,John Ireland,Joseph Cotten,René Cardona Jr.,René Cardona Jr.|René Cardona Jr.|Carlos Valdemar|Carlos Valdemar,René Cardona Jr.,Leopoldo Villaseñor,Earl Watson,NONE,Jimmie Haskell|Alfredo Diaz Ordaz|George S. Price|Nelson Riddle|Bob Summers
rl3380119041,tt0081747,When Time Ran Out... (1980),Paul Newman,Jacqueline Bisset,William Holden,Edward Albert,James Goldstone,Gordon Thomas|Max Morgan Witts|Carl Foreman|Stirling Silliphant,Irwin Allen,Fred J. Koenekamp,Edward A. Biery|Freeman A. Davies,Philip M. Jefferies,Lalo Schifrin
rl1683195393,tt0081809,ffolkes (1980),Roger Moore,James Mason,Anthony Perkins,Michael Parks,Andrew V. McLaglen,Jack Davies|Jack Davies,Elliott Kastner,Tony Imi,Alan Strachan,Maurice Carter,Michael J. Lewis
rl3949037057,tt0081080,Loving Couples (1980),Shirley MacLaine,James Coburn,Susan Sarandon,Stephen Collins,Jack Smight,Martin Donovan,Renée Valente,Philip H. Lathrop,Frank J. Urioste,NONE,Fred Karlin
rl576423425,tt0080913,The Idolmaker (1980),Ray Sharkey,Tovah Feldshuh,Peter Gallagher,Paul Land,Taylor Hackford,Edward Di Lorenzo|Taylor Hackford,Gene Kirkwood|Hawk Koch,Adam Holender,Steve Potter|Arthur Schmidt|Neil Travis,NONE,Jeff Barry
rl844400129,tt0080790,Gilda Live (1980),Gilda Radner,Don Novello,Paul Shaffer,Nils Nichols,Mike Nichols|Lorne Michaels,"Anne Beatts|Lorne Michaels|Marilyn Suzanne Miller|Don Novello|""Michael ODonoghue""|Gilda Radner|Paul Shaffer|Rosie Shuster|Alan Zweibel",Ron Delsener|Lorne Michaels,Ted Churchill,Ellen Hovde|Lynzee Klingman|Muffie Meyer,Eugene Lee|Franne Lee,"Marvin Hamlisch|Cheryl Hardwick|""Michael ODonoghue""|Paul Shaffer"
rl2809890305,tt0081759,Windows (1980),Talia Shire,Joe Cortese,Elizabeth Ashley,Kay Medford,Gordon Willis,Barry Siegel,Mike Lobell,Gordon Willis,Barry Malkin,Mel Bourne,Ennio Morricone
rl4032660993,tt0080975,Just Tell Me What You Want (1980),Ali MacGraw,Alan King,Myrna Loy,Keenan Wynn,Sidney Lumet,Jay Presson Allen|Jay Presson Allen,Sidney Lumet|Jay Presson Allen,Oswald Morris,Jack Fitzstephens,Tony Walton,Charles Strouse
rl1702594049,tt0081753,Why Would I Lie? (1980),Treat Williams,Lisa Eichhorn,Gabriel Macht,Susan Heldfond,Larry Peerce,Hollis Hodges|Peter Stone,Pancho Kohner,Gerald Hirschfeld,John C. Howard,NONE,Charles Fox
rl4233528833,tt0080854,Heart Beat (1980),Nick Nolte,Sissy Spacek,John Heard,Ray Sharkey,John Byrum,John Byrum,David Axelrod|Alan Greisman|Edward R. Pressman|Michael Shamberg,László Kovács,Eric Jenkins,Jack Fisk,Jack Nitzsche
rl2556855809,tt0081280,One-Trick Pony (1980),Paul Simon,Blair Brown,Rip Torn,Joan Hackett,Robert M. Young,Paul Simon,Michael Tannen,Dick Bush,Edward Beyer|Barry Malkin|David Ray,David Mitchell,Paul Simon
rl1131709953,tt0081625,"Those Lips, Those Eyes (1980)",Frank Langella,"""Glynnis OConnor""",Tom Hulce,Jerry Stiller,Michael Pressman,David Shaber,Steven-Charles Jaffe|Michael Pressman,Bobby Byrne,Millie Moore,Walter Scott Herndon,Michael Small
rl879789569,tt0081528,A Small Circle of Friends (1980),Brad Davis,Karen Allen,Jameson Parker,Shelley Long,Rob Cohen,Ezra Sacks,Tim Zinnemann,Michael C. Butler,Randy Roberts,Joel Schiller,Jim Steinman
rl4084368897,tt0081573,Superman II (1980),Gene Hackman,Christopher Reeve,Margot Kidder,Ned Beatty,Richard Lester|Richard Donner,Jerry Siegel|Joe Shuster|Mario Puzo|Mario Puzo|David Newman|Leslie Newman|Tom Mankiewicz,Pierre Spengler,Robert Paynter|Geoffrey Unsworth,John Victor Smith,John Barry|Peter Murton,Ken Thorne
rl1685227009,tt0083131,Stripes (1981),Bill Murray,John Candy,Harold Ramis,Warren Oates,Ivan Reitman,Len Blum|Daniel Goldberg|Harold Ramis,Daniel Goldberg|Ivan Reitman,Bill Butler,Harry Keller|Michael Luciano|Eva Ruggiero,James H. Spencer,Elmer Bernstein
rl4752897,tt0082136,The Cannonball Run (1981),Burt Reynolds,Roger Moore,Farrah Fawcett,Dom DeLuise,Hal Needham,Brock Yates,Al Ruddy,Michael C. Butler,Donn Cambern|William D. Gordean,NONE,NONE
rl4135224833,tt0082398,For Your Eyes Only (1981),Roger Moore,Carole Bouquet,Topol,Lynn-Holly Johnson,John Glen,Richard Maibaum|Michael G. Wilson|Ian Fleming,Albert R. Broccoli,Alan Hume,John Grover,Peter Lamont,Bill Conti
rl2572322305,tt0082405,The Four Seasons (1981),Alan Alda,Carol Burnett,Len Cariou,Sandy Dennis,Alan Alda,Alan Alda,Martin Bregman,Victor J. Kemper,Michael Economou,Jack T. Collis,NONE
rl1783662081,tt0082348,Excalibur (1981),Nigel Terry,Helen Mirren,Nicholas Clay,Cherie Lunghi,John Boorman,Thomas Malory|Rospo Pallenberg|Rospo Pallenberg|John Boorman,John Boorman,Alex Thomson,John Merritt,Anthony Pratt,Trevor Jones
rl2572781057,tt0082517,History of the World: Part I (1981),Mel Brooks,Gregory Hines,Dom DeLuise,Madeline Kahn,Mel Brooks,Mel Brooks,Mel Brooks,Woody Omens,John C. Howard,Harold Michelson,John Morris
rl3846800897,tt0082121,Bustin' Loose (1981),Richard Pryor,Cicely Tyson,Angel Ramirez Jr.,Jimmy Hughes,Oz Scott|Michael Schultz,Lonne Elder III|Richard Pryor|Roger L. Simon,Michael S. Glick|Richard Pryor,Dennis Dalzell,David Holden|Harry Keramidas|Skip Lusk,NONE,Mark Davis
rl3412428289,tt0082474,The Great Muppet Caper (1981),Jim Henson,Frank Oz,Dave Goelz,Jerry Nelson,Jim Henson,Tom Patchett|Jay Tarses|Jerry Juhl|Jack Rose,David Lazer|Frank Oz,Oswald Morris,Ralph Kemplen,Harry Lange,Joe Raposo
rl2219935233,tt0082329,Endless Love (1981),Brooke Shields,Martin Hewitt,Shirley Knight,Don Murray,Franco Zeffirelli,Scott Spencer|Judith Rascoe,Dyson Lovell,David Watkin,Michael J. Sheridan,Ed Wittstein,Jonathan Tunick
rl2336458241,tt0082010,An American Werewolf in London (1981),David Naughton,Jenny Agutter,Joe Belcher,Griffin Dunne,John Landis,John Landis,George Folsey Jr.,Robert Paynter,Malcolm Campbell,NONE,Elmer Bernstein
rl3310847489,tt0082495,Halloween II (1981),Jamie Lee Curtis,Donald Pleasence,Charles Cyphers,Jeffrey Kramer,Rick Rosenthal,John Carpenter|Debra Hill,John Carpenter|Debra Hill,Dean Cundey,Mark Goldblatt|Skip Schoolnik,J. Michael Riva,John Carpenter|Alan Howarth
rl1749452289,tt0082089,Body Heat (1981),William Hurt,Kathleen Turner,Richard Crenna,Ted Danson,Lawrence Kasdan,Lawrence Kasdan,Fred T. Gallo,Richard H. Kline,Carol Littleton,Bill Kenney,John Barry
rl4083844609,tt0082971,Raiders of the Lost Ark (1981),Harrison Ford,Karen Allen,Paul Freeman,John Rhys-Davies,Steven Spielberg,Lawrence Kasdan|George Lucas|Philip Kaufman,Frank Marshall,Douglas Slocombe,Michael Kahn,Norman Reynolds,John Williams
rl3478291969,tt0082418,Friday the 13th Part 2 (1981),Betsy Palmer,Amy Steel,John Furey,Adrienne King,Steve Miner,Ron Kurz|Victor Miller|Sean S. Cunningham,Steve Miner,Peter Stein,Susan E. Cunningham,Virginia Field,Harry Manfredini
rl1600554497,tt0082377,The Final Conflict (1981),Sam Neill,Rossano Brazzi,Don Gordon,Lisa Harrow,Graham Baker,David Seltzer|Andrew Birkin,Harvey Bernhard,Phil Meheux|Robert Paynter,Alan Strachan,Herbert Westbrook,Jerry Goldsmith
rl2589689345,tt0082558,The Incredible Shrinking Woman (1981),Lily Tomlin,Charles Grodin,Ned Beatty,Henry Gibson,Joel Schumacher,Richard Matheson|Jane Wagner,Hank Moonjean,Bruce Logan,Jeff Gourson|Anthony Redman,Raymond Brandt,Suzanne Ciani
rl2759230977,tt0083254,Under the Rainbow (1981),Chevy Chase,Carrie Fisher,Eve Arden,Joseph Maher,Steve Rash,Fred Bauer|Pat Bradley|Pat McCormick|Harry Hurwitz|Martin Smith|Pat Bradley|Fred Bauer,Fred Bauer,Frank Stanley,David E. Blewitt,Peter Wooley,Joe Renzetti
rl57247233,tt0082869,Outland (1981),Sean Connery,Frances Sternhagen,Peter Boyle,James Sikking,Peter Hyams,Peter Hyams,Richard A. Roth,Stephen Goldblatt,Stuart Baird,Philip Harrison,Jerry Goldsmith
rl3611985409,tt0082200,Continental Divide (1981),John Belushi,Blair Brown,Allen Garfield,Carlin Glynn,Michael Apted,Lawrence Kasdan,Bob Larson,John Bailey,Dennis Virkler,Peter Jamison,Michael Small
rl224888321,tt0082817,Nighthawks (1981),Sylvester Stallone,Rutger Hauer,Billy Dee Williams,Lindsay Wagner,Bruce Malmuth|Gary Nelson,David Shaber|David Shaber|Paul Sylbert,Martin Poll,James A. Contner,Stanford C. Allen|Christopher Holmes,Peter S. Larkin,Keith Emerson
rl1229882881,tt0082288,Dragonslayer (1981),Peter MacNicol,Caitlin Clarke,Ralph Richardson,John Hallam,Matthew Robbins,Hal Barwood|Matthew Robbins,Hal Barwood,Derek Vanlint,Tony Lawson,Elliot Scott,Alex North
rl593397249,tt0082648,The Legend of the Lone Ranger (1981),Klinton Spilsbury,Michael Horse,Christopher Lloyd,Matt Clark,William A. Fraker,Ivan Goff|Ben Roberts|Michael Kane|William Roberts|Gerald B. Derloshon|George W. Trendle|Fran Striker,Walter Coblenz|Lew Grade|Jack Wrather,László Kovács,Thomas Stanford,Albert Brenner,John Barry
rl1967490561,tt0082042,Back Roads (1981),Sally Field,Tommy Lee Jones,David Keith,Miriam Colon,Martin Ritt,Gary DeVore,Ronald Shedlo,John A. Alonzo,Sidney Levin,Walter Scott Herndon,Henry Mancini
rl3397092865,tt0083336,Wolfen (1981),Albert Finney,Diane Venora,Edward James Olmos,Gregory Hines,Michael Wadleigh,Whitley Strieber|David Eyre|Michael Wadleigh|David Eyre|Michael Wadleigh|Eric Roth,Rupert Hitzig,Gerry Fisher,Marshall M. Borden|Martin J. Bram|Dennis Dolan|Chris Lebenzon,Paul Sylbert,James Horner
rl4185163265,tt0081633,Time Bandits (1981),Sean Connery,Shelley Duvall,John Cleese,Katherine Helmond,Terry Gilliam,Michael Palin|Terry Gilliam,Terry Gilliam,Peter Biziou,Julian Doyle,Milly Burns,Mike Moran
rl4033119745,tt0082801,Neighbors (1981),John Belushi,Dan Aykroyd,Kathryn Walker,Cathy Moriarty,John G. Avildsen,Thomas Berger|Larry Gelbart,David Brown|Richard D. Zanuck,Gerald Hirschfeld,Jane Kurson,Peter S. Larkin,Bill Conti
rl3798697473,tt0082945,Prince of the City (1981),Treat Williams,Jerry Orbach,Richard Foronjy,Don Billett,Sidney Lumet,Jay Presson Allen|Sidney Lumet|Robert Daley,Burtt Harris,Andrzej Bartkowiak,Jack Fitzstephens,Tony Walton,Paul Chihara
rl2069202433,tt0082427,The Funhouse (1981),Elizabeth Berridge,Shawn Carson,Jeanne Austin,Jack McDermott,Tobe Hooper,Lawrence J. Block,Steven Bernhardt|Derek Power,Andrew Laszlo,Jack Hofstra,Mort Rabinowitz,John Beal
rl1046840833,tt0082763,Modern Problems (1981),Chevy Chase,"""Patti DArbanville""",Dabney Coleman,Mary Kay Place,Ken Shapiro,Ken Shapiro|Tom Sherohman|Arthur Sellers,Alan Greisman|Michael Shamberg,Edmond L. Koons,Michael Jablow,Jack Senter,Dominic Frontiere
rl2171831809,tt0083133,Student Bodies (1981),Kristen Riter,Matthew Goldsby,Jerry Belson,Joe Flood,Mickey Rose|Michael Ritchie,Mickey Rose,Michael Ritchie,Robert Ebinger,Ruth Hope,Donald B. Nunley,Gene Hobson
rl423855617,tt0082001,All Night Long (1981),Gene Hackman,Barbra Streisand,Diane Ladd,Dennis Quaid,Jean-Claude Tramont,W.D. Richter,Leonard Goldberg|Jerry Weintraub,Philip H. Lathrop,Marion Rothman,Peter Jamison,Richard Hazard|Ira Newborn
rl3983443457,tt0083064,Sharky's Machine (1981),Burt Reynolds,Rachel Ward,Vittorio Gassman,Brian Keith,Burt Reynolds,William Diehl|Gerald Di Pego,Hank Moonjean,William A. Fraker,William D. Gordean|Dennis Virkler,Walter Scott Herndon,NONE
rl356550145,tt0081974,Absence of Malice (1981),Paul Newman,Sally Field,Bob Balaban,Melinda Dillon,Sydney Pollack,Kurt Luedtke|David Rayfiel,Sydney Pollack,Owen Roizman,Sheldon Kahn,Terence Marsh,Dave Grusin
rl1399686657,tt0082979,Reds (1981),Warren Beatty,Diane Keaton,Edward Herrmann,Jerzy Kosinski,Warren Beatty,Warren Beatty|Trevor Griffiths,Warren Beatty,Vittorio Storaro,Dede Allen|Craig McKay,Richard Sylbert,Stephen Sondheim
rl1584039425,tt0082958,The Pursuit of D.B. Cooper (1981),Robert Duvall,Treat Williams,Kathryn Harrold,Ed Flanders,Roger Spottiswoode|Buzz Kulik,J.D. Reed|Jeffrey Alan Fiskin,Michael Taylor|Dan Wigutow,Harry Stradling Jr.|Charles F. Wheeler,Allan Jacobs|Robbe Roberts,E. Preston Ames,James Horner
rl2621605377,tt0082031,Arthur (1981),Dudley Moore,Liza Minnelli,John Gielgud,Geraldine Fitzgerald,Steve Gordon,Steve Gordon,Robert Greenhut,Fred Schuler,Susan E. Morse,Stephen Hendrickson,Burt Bacharach
rl2910160385,tt0083169,Taps (1981),George C. Scott,Timothy Hutton,Ronny Cox,Sean Penn,Harold Becker,Darryl Ponicsan|Robert Mark Kamen|James Lineberger|Devery Freeman,Howard B. Jaffe|Stanley R. Jaffe,Owen Roizman,Maury Winetrobe,NONE,Maurice Jarre
rl3461711361,tt0082449,Ghost Story (1981),Craig Wasson,Alice Krige,Fred Astaire,John Houseman,John Irvin,Peter Straub|Lawrence D. Cohen,Burt Weissbourd,Jack Cardiff,Tom Rolf,Norman Newberry,Philippe Sarde
rl679314945,tt0083365,Zoot Suit (1981),Daniel Valdez,Edward James Olmos,Charles Aidman,Tyne Daly,Luis Valdez,Luis Valdez,Peter Burrell,David Myers,Jacqueline Cambas,Tom H. John,Daniel Valdez
rl2741798401,tt0083006,Rollover (1981),Jane Fonda,Kris Kristofferson,Hume Cronyn,Josef Sommer,Alan J. Pakula,Howard Kohn|David Shaber|David Shaber|David Weir,Bruce Gilbert,Guglielmo Garroni|Giuseppe Rotunno,Evan A. Lottman,George Jenkins,Michael Small
rl895845889,tt0082764,Modern Romance (1981),Albert Brooks,Kathryn Harrold,Tyann Means,Bruno Kirby,Albert Brooks,Albert Brooks|Monica Mcgowan Johnson,Andrew Scheinman|Martin Shafer,Eric Saarinen,David Finfer,Edward Richardson,NONE
rl559318529,tt0082497,The Hand (1981),Michael Caine,Andrea Marcovicci,Annie McEnroe,Bruce McGill,Oliver Stone,Marc Brandel|Oliver Stone,Edward R. Pressman,King Baggot,Richard Marks,J. Michael Riva,James Horner
rl4250306049,tt0082507,Heartbeeps (1981),Andy Kaufman,Bernadette Peters,Randy Quaid,Kenneth McMillan,Allan Arkush,John Hill,Michael Phillips,Charles Rosher Jr.,Tina Hirsch,John W. Corso,John Williams
rl1383368193,tt0083193,This Is Elvis (1981),Elvis Presley,David Scott,Paul Boensch III,Johnny Harra,Malcolm Leo|Andrew Solt,Malcolm Leo|Andrew Solt,Malcolm Leo|Andrew Solt,NONE,Glenn Farr|Bud Friedgen,NONE,Walter Scharf
rl1064535553,tt0083113,Sphinx (1981),Lesley-Anne Down,Frank Langella,Maurice Ronet,John Gielgud,Franklin J. Schaffner,John Byrum|Robin Cook,"""Stanley OToole""",Ernest Day,Michael F. Anderson|Robert Swink,Terence Marsh,Michael J. Lewis
rl1062766081,tt0082525,Honky Tonk Freeway (1981),David Rasche,Paul Jabara,Howard Hesseman,Teri Garr,John Schlesinger,Edward Clinton,Don Boyd|Hawk Koch,John Bailey,Jim Clark,NONE,Elmer Bernstein|George Martin
rl4251616769,tt0082969,Raggedy Man (1981),Sissy Spacek,Eric Roberts,Sam Shepard,William Sanderson,Jack Fisk,William D. Wittliff|Sara Clark,Burt Weissbourd|William D. Wittliff,Ralf D. Bode,Edward Warschilka,NONE,Jerry Goldsmith
rl1180468737,tt0082619,King of the Mountain (1981),Harry Hamlin,Joseph Bottoms,Deborah Van Valkenburgh,Richard Cox,Noel Nosseck,David Barry|Leigh Chapman|H.R. Christian,Jack Frost Sanders,Donald Peterman,William Steinkamp,James H. Spencer,Michael Melvoin
rl4199253505,tt0042332,Cinderella (1950),Ilene Woods,James MacDonald,Eleanor Audley,Verna Felton,Clyde Geronimi|Wilfred Jackson|Hamilton Luske,Charles Perrault|Bill Peet|Erdman Penner|Ted Sears|Winston Hibler|Homer Brightman|Harry Reeves|Ken Anderson|Joe Rinaldi|Maurice Rapf|Frank Tashlin,NONE,NONE,Donald Halliday,NONE,Paul J. Smith|Oliver Wallace
rl1517389313,tt0083079,Silence of the North (1981),Ellen Burstyn,Tom Skerritt,Gordon Pinsent,Jennifer McKinney,Allan King,Olive Frederickson|Ben East|Patricia Louisianna Knop,Murray Shostak,Richard Leiterman,Arla Saare,Bill Brodie,Allan Macmillan
rl3041953281,tt0082352,Eyes of a Stranger (1981),Lauren Tewes,Jennifer Jason Leigh,John DiSanti,Peter DuPre,Ken Wiederhorn,Ron Kurz|Eric L. Bloom,Ronald Zerra,Mini Rojas,Rick Shaine,Jessica Sack,Richard Einhorn
rl2320795137,tt0082846,On Golden Pond (1981),Katharine Hepburn,Henry Fonda,Jane Fonda,Doug McKeon,Mark Rydell,Ernest Thompson|Ernest Thompson,Bruce Gilbert,Billy Williams,Robert L. Wolfe,Stephen B. Grimes,Dave Grusin
rl2202568193,tt0082145,Cattle Annie and Little Britches (1981),Scott Glenn,Diane Lane,Burt Lancaster,Amanda Plummer,Lamont Johnson,David Eyre|Robert Ward|Robert Ward|Robert Ward,Rupert Hitzig|Alan King,Larry Pizer,William Haugse,Stan Jolley,Sahn Berti|Tom Slocum
rl4285171201,tt0082970,Ragtime (1981),James Cagney,Elizabeth McGovern,Howard E. Rollins Jr.,Brad Dourif,Milos Forman,E.L. Doctorow|Michael Weller|Heinrich von Kleist,Dino De Laurentiis,Miroslav Ondrícek,NONE,John Graysmark,Randy Newman
rl508265985,tt0082158,Chariots of Fire (1981),Ben Cross,Ian Charleson,Nicholas Farrell,Nigel Havers,Hugh Hudson,Colin Welland,David Puttnam,David Watkin,Terry Rawlings,NONE,Vangelis
rl995132929,tt0083866,E.T. the Extra-Terrestrial (1982),Henry Thomas,Drew Barrymore,Peter Coyote,Dee Wallace,Steven Spielberg,Melissa Mathison,Kathleen Kennedy|Steven Spielberg,Allen Daviau,Carol Littleton,Jim Bissell,John Williams
rl3010233857,tt0084602,Rocky III (1982),Sylvester Stallone,Talia Shire,Burt Young,Carl Weathers,Sylvester Stallone,Sylvester Stallone,Robert Chartoff|Irwin Winkler,Bill Butler,Mark Warner|Don Zimmerman,William J. Cassidy,Bill Conti
rl423790081,tt0084434,An Officer and a Gentleman (1982),Richard Gere,Debra Winger,David Keith,Robert Loggia,Taylor Hackford,Douglas Day Stewart,Martin Elfand,Donald E. Thorin,Peter Zinner,Philip M. Jefferies,Jack Nitzsche
rl1802208769,tt0084522,Porky's (1981),Dan Monahan,Mark Herrier,Wyatt Knight,Roger Wilson,Bob Clark,Bob Clark,Don Carmody|Bob Clark,Reginald H. Morris,Stan Cole,Reuben Freed,Paul Zaza|Carl Zittrer
rl2993915393,tt0084726,Star Trek II: The Wrath of Khan (1982),William Shatner,Leonard Nimoy,DeForest Kelley,James Doohan,Nicholas Meyer,Gene Roddenberry|Harve Bennett|Jack B. Sowards|Jack B. Sowards|Nicholas Meyer|Samuel A. Peeples,Robert Sallin,Gayne Rescher,William Paul Dornisch,Joseph R. Jennings,James Horner
rl107709953,tt0084516,Poltergeist (1982),JoBeth Williams,"""Heather ORourke""",Craig T. Nelson,Beatrice Straight,Tobe Hooper,Steven Spielberg|Michael Grais|Mark Victor|Steven Spielberg,Frank Marshall|Steven Spielberg,Matthew F. Leonetti,Michael Kahn,James H. Spencer,Jerry Goldsmith
rl2370078209,tt0083642,The Best Little Whorehouse in Texas (1982),Burt Reynolds,Dolly Parton,Dom DeLuise,Charles Durning,Colin Higgins,Larry L. King|Peter Masterson|Larry L. King|Peter Masterson|Colin Higgins,Robert L. Boyett|Edward K. Milkis|Thomas L. Miller,William A. Fraker,David Bretherton|Nicholas Eliopoulos|Walter Hannemann|Pembroke J. Herring|Jack Hofstra,Robert F. Boyle,Carol Hall|Patrick Williams
rl625116673,tt0083564,Annie (1982),Aileen Quinn,Albert Finney,Carol Burnett,Ann Reinking,John Huston,Carol Sobieski|Thomas Meehan|Martin Charnin|Harold Gray,Ray Stark,Richard Moore,Michael A. Stevenson,Dale Hennesy,Charles Strouse
rl2270397953,tt0083944,First Blood (1982),Sylvester Stallone,Brian Dennehy,Richard Crenna,Bill McKinney,Ted Kotcheff,David Morrell|Michael Kozoll|William Sackheim|Sylvester Stallone,Buzz Feitshans,Andrew Laszlo,Joan E. Chapman,Wolf Kroeger,Jerry Goldsmith
rl2505278977,tt0083943,Firefox (1982),Clint Eastwood,Freddie Jones,David Huffman,Warren Clarke,Clint Eastwood,Alex Lasker|Wendell Wellman|Craig Thomas,Clint Eastwood,Bruce Surtees,Ron Spang|Ferris Webster,NONE,Maurice Jarre
rl4165633537,tt0082198,Conan the Barbarian (1982),Arnold Schwarzenegger,James Earl Jones,Max von Sydow,Sandahl Bergman,John Milius,Robert E. Howard|John Milius|Oliver Stone|Edward Summer,Raffaella De Laurentiis|Buzz Feitshans,Duke Callaghan,"""Carroll Timothy OMeara""",Ron Cobb,Basil Poledouris
